Time,MAC_Utilisation_Any,MAC_Fully_Active,L0_RD,L0_WR,XMEM_RD, XMEM_WRAccumulationOFIFO_RD
   1,          x,          x, 0, 0, 0, 0, 0, 0
   2,          x,          x, 0, 0, 0, 0, 0, 0
   3,          x,          x, 0, 0, 0, 0, 0, 0
   4,          x,          x, 0, 0, 0, 0, 0, 0
   5,          x,          x, 0, 0, 0, 0, 0, 0
   6,          x,          x, 0, 0, 0, 0, 0, 0
   7,          x,          x, 0, 0, 0, 0, 0, 0
   8,          x,          x, 0, 0, 0, 0, 0, 0
   9,          0,          0, 0, 0, 0, 0, 0, 0
  10,          0,          0, 0, 0, 0, 2, 0, 0
  11,          0,          0, 0, 0, 0, 2, 0, 0
  12,          0,          0, 0, 0, 0, 2, 0, 0
  13,          0,          0, 0, 0, 0, 2, 0, 0
  14,          0,          0, 0, 0, 0, 2, 0, 0
  15,          0,          0, 0, 0, 0, 2, 0, 0
  16,          0,          0, 0, 0, 0, 2, 0, 0
  17,          0,          0, 0, 0, 0, 2, 0, 0
  18,          0,          0, 0, 0, 0, 2, 0, 0
  19,          0,          0, 0, 0, 0, 2, 0, 0
  20,          0,          0, 0, 0, 0, 2, 0, 0
  21,          0,          0, 0, 0, 0, 2, 0, 0
  22,          0,          0, 0, 0, 0, 2, 0, 0
  23,          0,          0, 0, 0, 0, 2, 0, 0
  24,          0,          0, 0, 0, 0, 2, 0, 0
  25,          0,          0, 0, 0, 0, 2, 0, 0
  26,          0,          0, 0, 0, 0, 2, 0, 0
  27,          0,          0, 0, 0, 0, 2, 0, 0
  28,          0,          0, 0, 0, 0, 2, 0, 0
  29,          0,          0, 0, 0, 0, 2, 0, 0
  30,          0,          0, 0, 0, 0, 2, 0, 0
  31,          0,          0, 0, 0, 0, 2, 0, 0
  32,          0,          0, 0, 0, 0, 2, 0, 0
  33,          0,          0, 0, 0, 0, 2, 0, 0
  34,          0,          0, 0, 0, 0, 2, 0, 0
  35,          0,          0, 0, 0, 0, 2, 0, 0
  36,          0,          0, 0, 0, 0, 2, 0, 0
  37,          0,          0, 0, 0, 0, 2, 0, 0
  38,          0,          0, 0, 0, 0, 2, 0, 0
  39,          0,          0, 0, 0, 0, 2, 0, 0
  40,          0,          0, 0, 0, 0, 2, 0, 0
  41,          0,          0, 0, 0, 0, 2, 0, 0
  42,          0,          0, 0, 0, 0, 2, 0, 0
  43,          0,          0, 0, 0, 0, 2, 0, 0
  44,          0,          0, 0, 0, 0, 2, 0, 0
  45,          0,          0, 0, 0, 0, 2, 0, 0
  46,          0,          0, 0, 0, 0, 0, 0, 0
  47,          0,          0, 0, 0, 0, 2, 0, 0
  48,          0,          0, 0, 0, 0, 2, 0, 0
  49,          0,          0, 0, 0, 0, 2, 0, 0
  50,          0,          0, 0, 0, 0, 2, 0, 0
  51,          0,          0, 0, 0, 0, 2, 0, 0
  52,          0,          0, 0, 0, 0, 2, 0, 0
  53,          0,          0, 0, 0, 0, 2, 0, 0
  54,          0,          0, 0, 0, 0, 2, 0, 0
  55,          0,          0, 0, 0, 0, 0, 0, 0
  56,          0,          0, 0, 0, 0, 0, 0, 0
  57,          0,          0, 0, 0, 0, 0, 0, 0
  58,          0,          0, 0, 0, 0, 0, 0, 0
  59,          0,          0, 0, 0, 0, 0, 0, 0
  60,          0,          0, 0, 0, 0, 0, 0, 0
  61,          0,          0, 0, 0, 0, 0, 0, 0
  62,          0,          0, 0, 0, 2, 0, 0, 0
  63,          0,          0, 0, 1, 2, 0, 0, 0
  64,          0,          0, 1, 1, 2, 0, 0, 0
  65,          0,          1, 1, 1, 2, 0, 0, 0
  66,          0,          2, 1, 1, 2, 0, 0, 0
  67,          0,          3, 1, 1, 2, 0, 0, 0
  68,          0,          4, 1, 1, 2, 0, 0, 0
  69,          0,          5, 1, 1, 2, 0, 0, 0
  70,          0,          6, 1, 1, 2, 0, 0, 0
  71,          0,          7, 1, 0, 0, 0, 0, 0
  72,          0,          8, 0, 0, 2, 0, 0, 0
  73,          0,          7, 0, 1, 2, 0, 0, 0
  74,          0,          6, 1, 1, 2, 0, 0, 0
  75,          1,          5, 1, 1, 2, 0, 0, 0
  76,          2,          4, 1, 1, 2, 0, 0, 0
  77,          3,          3, 1, 1, 2, 0, 0, 0
  78,          4,          2, 1, 1, 2, 0, 0, 0
  79,          5,          1, 1, 1, 2, 0, 0, 0
  80,          6,          0, 1, 1, 2, 0, 0, 0
  81,          7,          0, 1, 1, 2, 0, 0, 0
  82,          8,          0, 1, 1, 2, 0, 0, 0
  83,          8,          0, 1, 1, 2, 0, 0, 0
  84,          8,          0, 1, 1, 2, 0, 0, 0
  85,          8,          0, 1, 1, 2, 0, 0, 0
  86,          8,          0, 1, 1, 2, 0, 0, 0
  87,          8,          0, 1, 1, 2, 0, 0, 0
  88,          8,          0, 1, 1, 2, 0, 0, 0
  89,          8,          0, 1, 1, 2, 0, 0, 0
  90,          8,          0, 1, 1, 2, 0, 0, 0
  91,          8,          0, 1, 1, 2, 0, 0, 0
  92,          8,          0, 1, 1, 2, 0, 0, 4
  93,          8,          0, 1, 1, 2, 0, 0, 4
  94,          8,          0, 1, 1, 2, 0, 0, 4
  95,          8,          0, 1, 1, 2, 0, 0, 4
  96,          8,          0, 1, 1, 2, 0, 0, 4
  97,          8,          0, 1, 1, 2, 0, 0, 4
  98,          8,          0, 1, 1, 2, 0, 0, 4
  99,          8,          0, 1, 1, 2, 0, 0, 4
 100,          8,          0, 1, 1, 2, 0, 0, 4
 101,          8,          0, 1, 1, 2, 0, 0, 4
 102,          8,          0, 1, 1, 2, 0, 0, 4
 103,          8,          0, 1, 1, 2, 0, 0, 4
 104,          8,          0, 1, 1, 2, 0, 0, 4
 105,          8,          0, 1, 1, 2, 0, 0, 4
 106,          8,          0, 1, 1, 2, 0, 0, 4
 107,          8,          0, 1, 1, 2, 0, 0, 4
 108,          8,          0, 1, 1, 2, 0, 0, 4
 109,          8,          0, 1, 0, 0, 0, 0, 4
 110,          8,          0, 0, 0, 0, 0, 0, 4
 111,          7,          0, 0, 0, 0, 2, 0, 4
 112,          6,          0, 0, 0, 0, 2, 0, 4
 113,          5,          0, 0, 0, 0, 2, 0, 4
 114,          4,          0, 0, 0, 0, 2, 0, 4
 115,          3,          0, 0, 0, 0, 2, 0, 4
 116,          2,          0, 0, 0, 0, 2, 0, 4
 117,          1,          0, 0, 0, 0, 2, 0, 4
 118,          0,          0, 0, 0, 0, 2, 0, 4
 119,          0,          0, 0, 0, 0, 0, 0, 4
